name,address,area,lat,lng
Shandon Medical Centre,"51 Shandon Street, Cork City, Cork, T23 P99X",Cork,51.9020716,-8.4787149
Silverdale Surgery,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12 X3FV",Cork,51.8915229,-8.4110554
Skibbereen Medical Centre,"Market Street, Skibbereen, Cork, P81 EE08",Cork,51.5458793,-9.2653207
South Douglas Road Medical Centre,"South Douglas Road, Ballinlough, Cork, T12 T2YD",Cork,51.8793253,-8.445387
South Terrace Family Practice,"Suite 6 Block B, South Terrace, Ballintemple, Cork, T12 C6TC",Cork,51.8944235,-8.4673699
Special Kids Medical Clinic Ltd,"7 Chestnut Crescent, Castlelake, Carrigtwohill, Cork, T45 VW99",Cork,51.9116262,-8.2763286
Sullane Family Practice,"Unit 7, Fair Green Plaza, Macroom, Cork, P12 F579",Cork,51.9055739,-8.9544006
The Broadale Medical Centre,"Broadale, Maryborough Hill, Cork, T12 H5HK",Cork,51.8644827,-8.4129318
The Cork Road Clinic,"Mallow Primary Healthcare Centre, Goulds Hill, Mallow, Cork, P51 K650",Cork,52.13897619999999,-8.6539164
The Dispensery Medical Centre,"Station Road, Carrigtwohill, Cork, T45 F292",Cork,51.9150254,-8.2623173
The GP Practice,"Ground Floor, Cobh Primary Care Centre, Ticknock, Cobh, Cork, P24 V621",Cork,51.8604301,-8.2961453
The Grove Medical Centre,"Gleann An ÓIr, Main Road, Ballincollig, Cork, P31 XR82",Cork,51.88750599999999,-8.5985774
The Harty Practice,"Blackrock Hall Primary Care Centre, Blackrock Avenue, Blackrock, Cork, T12 X3FV",Cork,51.8915229,-8.4110554
The Harty Practice,"11 Eugene Drive, Grange, Douglas, Cork, T12 FX26",Cork,51.8688375,-8.448150499999999
The Laurels Surgery,"The Laurels, Castlepark, Mallow, Cork, P51 TK53",Cork,52.137602,-8.6336399
The Medical Centre,"Grattan Street, Youghal, Cork, P36 TK28",Cork,51.9539991,-7.8462344
The Medical Centre,"Ashdale House, Shean Lower, Blarney, Cork, T23 E06C",Cork,51.93344039999999,-8.5615389
The Medical Centre,"Mallow Primary Healthcare Centre, Goulds Hill, Mallow, Cork, P51 Y8EC",Cork,52.13897619999999,-8.6539164
The Muskerry Family Practice,"Railway View, Macroom, Cork, P12 HY91",Cork,51.9043116,-8.9532429
The Park Clinic,"Kevin Barry Hill, Fermoy, Cork, P61 V242",Cork,52.1368515,-8.2772687
The Park Family Practice,"Lower Friars Walk, Ballyphehane, Cork, T12 YTW6",Cork,51.882127,-8.4787009
The Red House Family Practice,"Mallow Primary Health Care Centre, Mallow, Cork, P51 PE00",Cork,52.1199913,-8.656805
The Rochestown Clinic,"The Square, Mount Oval Village, Rochestown, Cork, T12 YE6K",Cork,51.8694091,-8.4075721
The Surgery,"Ballytrasna, Little Island, Cork, T45 N670",Cork,51.903838,-8.3453602
The Surgery,"24 Douglas West, Douglas, Cork, T12 T2WP",Cork,51.87508039999999,-8.4396642
The Surgery,"6 Main Street, Carrigtwohill, Cork, T45 R258",Cork,51.9094667,-8.261451
The Surgery Passage West,"Passage West Surgery, Cork Street, Passage West, Cork, T12 YE1V",Cork,51.872533,-8.336981
The Village Medical Centre,"Tullig More, Ballinhassig, Cork, T12 D521",Cork,51.8118258,-8.5299701
The Village Medical Centre,"Togher Village Centre, Togher Road, Togher, Cork, T12 X0PP",Cork,51.8767733,-8.493618699999999
The Weir Family Health Clinic,"Bandon Primary Care Centre, Market Street, Bandon, Cork, P72 WD58",Cork,51.74380009999999,-8.7382489
Timoleague Family Health Clinic,"Abbey Street, Timoleague, Cork, P72 EW94",Cork,51.64343,-8.76466
Tower Medical & Dental Centre,"1 Shournagh Valley, Tower, Blarney, Cork, T23 PX0H",Cork,51.925929,-8.6085294
Town Centre Medical Practice,"31/32 Fair Street East, Mallow, Cork, P51 WN62",Cork,52.1384064,-8.643840599999999
Tullig Medical Centre,"Tullig, Millstreet, Cork, P51 H29H",Cork,52.0603293,-9.0517155
Turners Cross Medical Centre,"1 Ossory Place, Evergreen Road, Turners Cross, Cork, T12 YH6P",Cork,51.8896565,-8.4693268
Washington Street Medical Centre,"24 Washington Street West, Cork City, Cork, T12 K5TK",Cork,51.8975211,-8.4804999
Waterfront Medical Centre,"Clarke Street, Clonakilty, Cork, P85 FW98",Cork,51.6225859,-8.8863868
Well Road Surgery,"Mill Grove, Well Road, Douglas, Cork, T12 VF9C",Cork,51.8829022,-8.4376825
Westbeach Surgery,"16a West Beach, Cobh, Cork, P24 XR65",Cork,51.8504587,-8.292812
Wherland's Lane Medical Centre,"Blackpool Bridge, Blackpool, Cork, T23 APR3",Cork,51.9117243,-8.473847899999999
Wilton Medical Centre,"53 Wilton Court, Wilton, Cork, T12 HD5C",Cork,51.8791761,-8.5055199
Wilton Medicentre,"Wilton Road, Glasheen, Cork, T12 PKF6",Cork,51.8859597,-8.50675
Woodbrook Family Practice,"The Old Bank House, 11 Church Street, Newmarket, Cork, P51 DK53",Cork,52.2140232,-9.0030815
Woodview Family Doctors,"Sallybrook, Glanmire, Cork, T45 RR67",Cork,51.9444113,-8.398968
Adara Primary Care Centre,"Portnoo Road, Ardara, Donegal, F94 RF29",Donegal,54.7659013,-8.410307999999999
Ark Medical Centre,"Unit 1B, Pearse Road, Letterkenny, Donegal, F92 TN92",Donegal,54.95123239999999,-7.73227
Arranmore Health Centre,"Ballintra, Arranmore, Donegal, F92 DX08",Donegal,54.9780546,-8.506204799999999
Ballyraine Park Health Centre,"Ballyraine, Letterkenny, Donegal, F92 V9V0",Donegal,54.9539079,-7.708620799999999
Ballyraine Road Surgery,"Inverarie, Ballyraine Road, Letterkenny, Donegal, F92 TYF1",Donegal,54.9521471,-7.715422
Bayview Family Practice,"Bundoran Primary Care Centre, Station Road, Bundoran, Donegal, F94 DR52",Donegal,54.47797000000001,-8.275125
Bayview Family Practice,"An Clochár Health Campus, College Street, Ballyshannon, Donegal, F94 TPX4",Donegal,54.5013419,-8.1819195
Buncrana Medical Centre,"Maginn Avenue, Buncrana, Donegal, F93 KA02",Donegal,55.1345497,-7.4517902
Burtonport Health Centre,"Burtonport, Donegal, F94 HX66",Donegal,54.9836896,-8.4410004
Carndonagh Health Centre,"allyloskey Road, Carndonagh, Donegal, F93 RD74",Donegal,55.2454932,-7.2618504
Carrigart Medical Practice,"Glengillagrana High, Carrigart, Letterkenny, Donegal, F92 H9RV",Donegal,55.1373063,-7.799934099999999
Cloghan Primary Care Centre,"Cloghan Beg, Cloghan, Donegal, F93 HK29",Donegal,54.8373167,-7.932295399999999
Derrybeg Family Practice,"Derrybeg Health Centre, Stranacorkra, Derrybeg, Donegal, F92 YF20",Donegal,55.087795,-8.290331
Donegal Health Centre Primary Care Centre,"Waterloo Place, Donegal Town, Donegal, F94 XVA4",Donegal,54.65580869999999,-8.110715599999999
Dunfanaghy Health Centre,"Pound Street, Dunfanaghy, Donegal, F92 H302",Donegal,55.1814693,-7.9712811
Dungloe Medical Centre,"Gweedore Road, Dungloe, Donegal, F94 TK80",Donegal,54.9579515,-8.3558265
Dunkineely Health Centre,"Main Street, Dunkineely, Donegal, F94 C92X",Donegal,54.6309928,-8.3645706
Falcarragh Medical Centre,"Main Street, Falcarragh, Donegal, F92 WR9F",Donegal,55.1364761,-8.1031177
General Practice,"College Street, Ballyshannon, Donegal, F94 H2AX",Donegal,54.5013419,-8.1819195
Glenities Primary Care Centre,"Main Street, Glenties, Donegal, F94 FY64",Donegal,54.7970913,-8.2827774
Goath Dobhair Medical Centre,"Carraig Na Trá, Magheraclogher, Bunbeg, Donegal, F92 VXY4",Donegal,55.0642813,-8.3003618
Inishowen Medical,"Clonmany Health Centre, Cleagh, Clonmany, Donegal, F93 N5DV",Donegal,55.2576741,-7.4015777
Inishowen Medical,"Ardaravan Square, Buncrana, Donegal, F93 E8VF",Donegal,55.132978,-7.4512595
Killybegs Family Health Centre,"Harbour View Court, Shore Road, Killybegs, Donegal, F94 Y9TV",Donegal,54.6353538,-8.4449174
Killybegs Health Centre,"Saint Catherines Road, Killybegs, Donegal, F94 PK59",Donegal,54.6333323,-8.4462086
Letterkenny Doctors,"Level 1 Scally Place, Justice Walsh Road, Letterkenny, Donegal, F92 DPX8",Donegal,54.9511393,-7.7336932
Letterkenny Private Medical,"Roe House, Dry Arch Business Park, Letterkenny, Donegal, F92 NHT0",Donegal,54.9448695,-7.691346599999999
Lettermacaward Health Centre,"Madavagh, Lettermacaward, Donegal, F94 RH96",Donegal,54.8560008,-8.3075783
Lifford Health Centre,"Lifford Bridge, Lifford, Donegal, F93 TH24",Donegal,54.8315926,-7.483247299999999
Medical Centre,"Main Street, Dungloe, Donegal, F94 E89A",Donegal,54.9498234,-8.36056
Milford Health Centre,"Main Street, Milford, Donegal, F92 P7YE",Donegal,55.0886478,-7.6990925
Millbrae Surgery,"Stranorlar Primary Care Centre, Pound Street, Stranorlar, Donegal, F93 YKC9",Donegal,54.80507,-7.766253
Millbrae Surgery,"Millbrae, Carndonagh, Donegal, F93 Y772",Donegal,55.2506229,-7.266890500000001
Millrow Family Practice,"New Row, Donegal Town, Donegal, F94 KRK2",Donegal,54.6552292,-8.1094707
Mountcharles Primary Care Centre,"Station Road, Mountcharles, Donegal, F94 E86H",Donegal,54.6427446,-8.1965415
Moville Group Practice,"Moville Primary Care Centre, Glencrow, Moville, Donegal, F93 NF29",Donegal,55.1888041,-7.045217999999999
Newtowncunningham Health Centre,"Main Street, Newtowncunningham, Donegal, F93 RP73",Donegal,54.9977402,-7.5067306
Ramelton Health Centre,"Back Road, Ramelton, Donegal, F92 DE98",Donegal,55.0342651,-7.648852799999999
Raphoe Medical Centre,"Meetinghouse Street, Raphoe, Donegal, F93 X681",Donegal,54.8715778,-7.6062401
Rathford Medical Practice,"Milford Health Centre, Main Street, Milford, Donegal, F92 P7YE",Donegal,55.0868779,-7.6972515
Rathmullan Health Centre,"Pier Road, Rathmullan, Donegal, F92 PC43",Donegal,55.0956952,-7.5346584
Scally McDaid Medical Practice,"Level 1, Dr Scally Place, Letterkenny, Donegal, F92 DPX8",Donegal,54.9511393,-7.7336932
Stranorlar Primary Care Centre,"Pound Street, Stranorlar, Donegal, F93 D9HH",Donegal,54.8042542,-7.7605906
Tamney Dispensary,"Tamney, Donegal, F92 H261",Donegal,55.1990023,-7.6910645
The Grove Medical Practice,"Ardeskin, Donegal, F94 NW8C",Donegal,54.648794,-8.096212399999999
Agarwal Wellness and Medical Centre,"2 Church View, Lower Main Street, Lucan, Dublin, K78 Y5N9",Dublin 1,53.358397,-6.448833599999999
Amaranta Family Practice,"30 Ardagh Grove, Blackrock, Dublin, A94 W3Y0",Dublin 1,53.2835523,-6.1842782
Applewood Medical Centre,"Applewood Village, Swords, Dublin, K67 V2Y0",Dublin 1,53.471163,-6.232677
Balbriggan Medical Centre,"Fingal House, Drogheda Street, Balbriggan, Dublin, K32 ED88",Dublin 1,53.6099358,-6.183876799999999
Ballybrack Medical Centre,"4a Church Road, Ballybrack, Glenageary, Dublin, A96 CT85",Dublin 1,53.252712,-6.1245664
Ballyowen Lane Medical Centric Health,"Ballyowen Castle Centre, Ballyowen Lane, Lucan, Dublin, K78 X6V9",Dublin 1,53.3486268,-6.423285099999999
Ballyowen Lane Medical Centric Health,"Ballyowen Castle Centre, Ballyowen Lane, Lucan Dublin, Dublin, K78 X6V9",Dublin 1,53.3486268,-6.423285099999999
Bayview Medical,"5 Killiney Shopping Centre, Rochestown Avenue, Dun Laoghaire, Dublin, A96 XA78",Dublin 1,53.2671111,-6.135466999999999
Beechlawn Medical Centre,"Carrickbrennan Road, Monkstown, Dublin, A94 NX03",Dublin 1,53.2918366,-6.1514533
Belgrave Clinic,"3 Charleston Road, Dublin 6, Dublin, D06 V6T3",Dublin 1,53.3237078,-6.2598987
Blackrock Family Practice,"41 Main Street, Blackrock, Dublin, A94 D5P2",Dublin 1,53.3009425,-6.1772867
Blackrock Medical Centre,"Frascati Shopping Centre, Blackrock, Dublin, A94 H6V9",Dublin 1,53.30068869999999,-6.1824743
Blackrock Medical Clinic,"34 Main Street, Blackrock, Dublin, A94 T6H3",Dublin 1,53.3011802,-6.176736200000001
Blackrock Medical Practice,"62 Newtownpark Avenue, Blackrock, Dublin, A94 DH59",Dublin 1,53.291142,-6.1713876
Bracken Family Practice,"66 Dublin Street, Balbriggan, Dublin, K32 HC94",Dublin 1,53.6056204,-6.1837351
Carysfort Clinic,"11 Proby Square, Blackrock, Dublin, A94 AD91",Dublin 1,53.2926391,-6.179595600000001
Castle Medical Centre,"9 Bridge Street, Swords, Dublin, K67 KX63",Dublin 1,53.45919920000001,-6.2209327
Centric Health - Boroimhe Medical Centre,"Boroimhe Shopping Centre, Boroimhe, Swords, Dublin, K67 E9K0",Dublin 1,53.4467684,-6.237830199999999
Centric Health City West Medical,"Citywest Shopping Centre, Fortunes Walk, Saggart, Dublin, D24 K0YT",Dublin 1,53.2831169,-6.4230195
Chapel Hill Medical Centre,"Chapel Hill, Lucan, Dublin, K78 A9N9",Dublin 1,53.3592386,-6.4419828
Dalkey Medical Practice,"4a Saint Patrick's Road, Dalkey, Dublin, A96 T2P0",Dublin 1,53.27780389999999,-6.1037913
Deansgrange Medical Centre,"Unit 3 2 Clonkeen Road, Deansgrange, Blackrock, Dublin, A94 A4E4",Dublin 1,53.2783741,-6.163386900000001
Deansgrange Medical Practice,"67 Clonkeen Road, Deansgrange, Blackrock, Dublin, A94 YC52",Dublin 1,53.2741493,-6.162320999999999
DF Medical Centre,"Ardfield House, Lower Main Street, Lucan, Dublin, K78 V8W6",Dublin 1,53.3555517,-6.4541957
Dodsboro Clinic,"Woodview Court, Tandys Lane, Lucan, Dublin, K78 Y4C9",Dublin 1,53.3537206,-6.4609069
Doherty Medical Practice,"41 Sallynoggin Road, Sallynoggin, Dublin, A96 R2T8",Dublin 1,53.2777095,-6.141104299999999
Donabate Clinic,"Warrington Mews, Main Street, Donabate, Dublin, K36 DH34",Dublin 1,53.4865268,-6.1479003
Donabate Medical Centre,"Unit 4, Portrane Road, Donabate, Dublin, K36 XV57",Dublin 1,53.4916519,-6.1390253
Dr Cathal O'Sullivan,"37 Seapoint Avenue, Blackrock, Dublin, A94 X3T8",Dublin 1,53.2980207,-6.1627074
Dr Davina Healy,"Anchorage, 7 Castle Close, Sandycove, Dublin, A96 HW56",Dublin 1,53.2841002,-6.110635299999999
Dr Fergus Murray,"The Square, Lower Main Street, Rush, Dublin, K56 R274",Dublin 1,53.5217499,-6.0868441
Dr Joseph P Cranley,"5/6 Main Street, Howth, Dublin, D13 P2C1",Dublin 1,53.3857069,-6.065262700000001
Dr Panos Harris,"84a Hillcrest Park, Hillcrest, Lucan, Dublin, K78 CD58",Dublin 1,53.3510119,-6.4548489
Dr Patrick Feeney Surgery,"96 Lower Kilmacud Road, Stillorgan, Dublin, A94 X5X5",Dublin 1,53.2888065,-6.2143137
Dr Peter Staunton,"37 Woodlands Park, Stillorgan, Dublin, A94 KX81",Dublin 1,53.2963625,-6.1995702
Dr Richard Fitzpatrick,"Burmet, 196 Glenageary Road Upper, Glenageary, Dublin, A96 FE09",Dublin 1,53.2771321,-6.128093900000001
Dr Samir Ekky,"49 Esker Lawns, Lucan, Dublin, K78 A5R2",Dublin 1,53.3565041,-6.441272
Dr W Fraser,"Benedin, Windgate Rise, Howth, Dublin, D13 YV00",Dublin 1,53.3725759,-6.062172899999999
Dr. Marian Mcwade,"Avoca Cottage, 12 Avoca Avenue, Blackrock, Dublin, A94 EV56",Dublin 1,53.29708220000001,-6.185181099999999
Dr. Patrick Coughlan,"87a Booterstown Avenue, Booterstown, Blackrock, Dublin, A94 RR71",Dublin 1,53.3042806,-6.198848
Drs Gallagher and Byrne Family Practice,"31 The Rise, Mount Merrion, Blackrock, Dublin, A94 E0C1",Dublin 1,53.29930719999999,-6.209013199999999
Dun Laoghaire Surgery,"1 Glenageary Road Lower, Glenageary, Dublin, A96 V078",Dublin 1,53.28930519999999,-6.129959299999999
Elton Dental and Medical Centre,"30 Sandycove Road, Dun Laoghaire, Dublin, A96 V9P1",Dublin 1,53.28573609999999,-6.115994499999999
Fingal Clinic,"Station Road, Lusk, Dublin, K45 DC85",Dublin 1,53.5242994,-6.160934
Finnstown Medical Centre,"Finnstown Shopping Centre, Newcastle Road, Lucan, Dublin, K78 E8X7",Dublin 1,53.3412711,-6.4516031
Forest Medical Practice,"108 Forrest Fields Road, Swords, Dublin, K67 D802",Dublin 1,53.4525551,-6.2369885
Generation Health Medical Clinic,"1st Floor South Building, 16a Monkstown Crescent, Monkstown, Dublin, A94 Y8X0",Dublin 1,53.2939509,-6.1513857
Gleneagle Medical Centre,"32a Greygates, Stillorgan Road, Blackrock, Dublin, A94 D368",Dublin 1,53.3004265,-6.2060224
GP HomeCare (Lucan Family Doctor),"9 Oldbridge Walk, Lucan, Dublin, K78 HC94",Dublin 1,53.3393227,-6.4333952
Grange Mount Surgery,"Grangemount, Ring Commons, Dublin, K32 WK07",Dublin 1,53.6093842,-6.2522346
Hamlet Lane Medical Centre,"Castle Mill Shopping Centre, Hamlet Lane, Balbriggan, Dublin, K32 PP59",Dublin 1,53.6132067,-6.205997699999999
Harbour Health,"1-2 Lower Glenageary Road, Dun Laoghaire, Dublin, A96 AE76",Dublin 1,53.2892076,-6.1300058
Henry Medical,"63 Clontarf Road, Dublin 3, Dublin, D03 R8P9",Dublin 1,53.3624619,-6.2171784
HSE - Community Medical Doctors,"Tivoli Road, Dun Laoghaire, Dublin, A96 DK64",Dublin 1,53.2884163,-6.1404656
Johnstown Medical Centre,"107a Johnstown Road, Cabinteely, Glenageary, Dublin, A96 W248",Dublin 1,53.2690435,-6.1452244
Kilmacud Medical Centre,"26 Lower Kilmacud Road, Stillorgan, Dublin, A94 KD78",Dublin 1,53.288823,-6.2078577
Kingsford Medical Centre,"Unit 6Kingsford Cross, Strand Road, Portmarnock Dublin, Dublin, D13 NW18",Dublin 1,53.4253165,-6.131869
Kinsealy Medical Centre,"20 The Rise, Melrose Park, Kinsealy, Dublin, K67 F683",Dublin 1,53.4459354,-6.2021117
Lambay Family Practice,"Mary's Cottage, 7 Upper Main Street, Rush, Dublin, K56 NR02",Dublin 1,53.5220516,-6.0918601
Lifetime Family Practice,"Ridge House, Shanganagh Road, Glenageary, Dublin, A96 N8W7",Dublin 1,53.2520223,-6.1241846
Malahide Family Practice,"15 Strand Street, Malahide, Dublin, K36 A625",Dublin 1,53.4519798,-6.154499800000001
Malahide Medical Centre,"Kilronan House, Church Road, Malahide, Dublin, K36 RW18",Dublin 1,53.4503234,-6.1533776
Manor Hall Medical Centre,"Manor Mall Shopping Centre, Brackenstown Road, Swords, Dublin, K67 K6W7",Dublin 1,53.4602733,-6.245288
Monkstown Surgery,"25 Oliver Plunkett Road, Dun Laoghaire, Dublin, A96 V8K1",Dublin 1,53.2854459,-6.153485799999999
Mount Merrion Medical Centre,"1st Floor 71 Deerpark Road, Mount Merrion, Blackrock, Dublin, A94 D087",Dublin 1,53.2960512,-6.2124649
Mount Merrion Medical Clinic,"71 Deerpark Road, Mount Merrion, Blackrock, Dublin, A94 D087",Dublin 1,53.2960512,-6.2124649
MyMedical - Cherrywood,"Cherrywood Business Park, Bray Road, Loughlinstown, Dublin, D18 T8Y6",Dublin 1,53.2434159,-6.139821899999999
Portmarnock Family Practice,"Portmarnock Arcade, Strand Road, Portmarnock, Dublin, D13 E1W6",Dublin 1,53.4216604,-6.136694
Portmarnock GP Clinic,"1 The Dunes, Portmarnock, Dublin, D13 T2T6",Dublin 1,53.423792,-6.1331619
Primacare - Lusk,"Station Road, Lusk, Dublin, K45 PX83",Dublin 1,53.5242994,-6.160934
Primehealth Medical Centre,"91 Main Street, Swords, Dublin, K67 F6P8",Dublin 1,53.4548891,-6.2223188
Railway Avenue Medical Practice,"1 Railway Avenue, Malahide, Dublin, K36 F899",Dublin 1,53.45114160000001,-6.1556962
Rath Mhuire Health Centre,"9 Malahide Road, Swords, Dublin, K67 V8N3",Dublin 1,53.4559609,-6.2196441
Rathcoole Medical Centre,"Main Street, Rathcoole, Dublin, D24 Y53K",Dublin 1,53.2817612,-6.469666
Ridgewood Medical Centre,"Ridgewood Grove, Ridgewood, Swords, Dublin, K67 R7F9",Dublin 1,53.4446267,-6.2442897
Rockcourt Medical Centre,"The Courtyard, 40 Main Street, Blackrock, Dublin, A94 Y1R7",Dublin 1,53.301113,-6.1763401
Rush Family Practice,"6a Lower Main Street, Rush, Dublin, K56 NC80",Dublin 1,53.521696,-6.091055
RushGP.ie,"44 Upper Main Street, Rush, Dublin, K56 NV61",Dublin 1,53.5222493,-6.0948207
Saggart Medical Centre,"Garters Lane, Saggart, Dublin, D24 AK65",Dublin 1,53.2855447,-6.440254
Salus Medical Clinic,"Unit 2 Albany House, Main Street, Swords, Dublin, K67 X2H5",Dublin 1,53.4544542,-6.2226073
Sandycove Surgery,"1 Mount Pleasant, Sandycove Road, Sandycove, Dublin, A96 P596",Dublin 1,53.286296,-6.1194238
Seabury Medical Centre,"1 Seabury Parade, Malahide, Dublin, K36 FK13",Dublin 1,53.4553417,-6.1793683
Seaholm Surgery,"10 Holmpatrick, Skerries, Dublin, K34 R942",Dublin 1,53.5761462,-6.104672
Sheehan Medical Centre,"Dun Laoghaire Industrial Estate, Pottery Road, Dun Laoghaire, Dublin, A96 A6P2",Dublin 1,53.2755502,-6.157797899999999
Sheehan Medical Practice,"21 Summerhill Road, Dun Laoghaire, Dublin, Dublin, A96 A4P1",Dublin 1,53.2881004,-6.1255817
Sheehan Medical Practice,"21 Summerhill Road, Dun Laoghaire, Dublin, A96 A4P1",Dublin 1,53.2881004,-6.1255817
Slade Castle Family Practice,"Unit 6, Slade Castle Court, Saggart, Dublin, D24 NTE2",Dublin 1,53.2798615,-6.4452549
Slievemore Clinic,"Old Dublin Road, Stillorgan, Dublin, A94 CH66",Dublin 1,53.2906622,-6.1999478
Stillorgan Medical Centre,"22 Stillorgan Plaza, Lower Kilmacud Road, Stillorgan, Dublin, A94 TR90",Dublin 1,53.28839310000001,-6.1994725
Swords Family Practice,"Castle Shopping Centre, Bridge Street, Swords, Dublin, K67 Y7C1",Dublin 1,53.459017,-6.2215415
Temenos Medical Centre,"Townyard House, Townyard Lane, Malahide, Dublin, K36 Y622",Dublin 1,53.4515325,-6.1524757
The Medical & Laser Clinic,"Newcastle Shopping Centre, Main Street, Newcastle, Dublin, D22 T9N6",Dublin 1,53.3000974,-6.4993438
The Medical Centre,"Lucan Shopping Centre, Newcastle Road, Lucan, Dublin, K78 YD79",Dublin 1,53.3487016,-6.452722199999999
The Medical Centre,"7 Main Street, Lucan, Dublin, K78 K072",Dublin 1,53.35714129999999,-6.450469099999999
The Plaza Clinic,"17 Main Street, Swords, Dublin, K67 H3K4",Dublin 1,53.45840829999999,-6.2199225
The Surgery,"7 Strand Street, Skerries, Dublin, K34 FY51",Dublin 1,53.5811499,-6.1069486
The Surgery,"76 Sandyford Village, Dublin 18, Dublin, D18 X2X8",Dublin 1,53.2694781,-6.2236984
The Village Medical Centre,"The Diamond, Main Street, Malahide, Dublin, K36 XW83",Dublin 1,53.4511031,-6.1533636
Tully Family Practice,"Unit 1 Bakers Point, Pottery Road , Dun Laoghaire, Dublin, A96 Y80F",Dublin 1,53.2734045,-6.1533541
Virtue Medical,"G9 The Pottery, Bakers Point, Dun Laoghaire, Dublin, A96 EN23",Dublin 1,53.2934153,-6.1425047
Windmill Medical Centre,"New Street, Skerries, Dublin, K34 Y658",Dublin 1,53.5788002,-6.1096852
Woodbine Medical Centre,"31 Woodbine Park, Booterstown, Blackrock, Dublin, A94 HX31",Dublin 1,53.3102199,-6.208628099999999
Yew Medical Centre,"1st floor Balbriggan Primary Care Centre, 66 Dublin Street, Balbriggan, Dublin, K32 HC94",Dublin 1,53.6052584,-6.1838326
Ballyfermot Family Practice,"Ballyfermot Road, Ballyfermot, Dublin, D10 CK40",Dublin 10,53.3426708,-6.3575676
Claddagh Surgery,"Ballyfermot & Palmerstown Primary Care Ctr, Ballyfermot Road, Cherry Orchard, Dublin, D10 C973",Dublin 10,53.3433229,-6.3717885
Dr Eric Dilworth,"411 Ballyfermot Road, Cherry Orchard, Dublin, D10 K683",Dublin 10,53.3426462,-6.362240799999999
Dr Mohsin Moola,"314 Ballyfermot Road, Ballyfermot, Dublin, D10 PH57",Dublin 10,53.3425434,-6.3544453
Dr Naseema Moorad,"314 Ballyfermot Road, Ballyfermot, Dublin, D10 PH57",Dublin 10,53.3425434,-6.3544453
Grange Cross Medical,"336 Ballyfermot Road, Ballyfermot, Dublin, D10 EE79",Dublin 10,53.3426637,-6.3566959
Medi Centre,"283 Ballyfermot Road, Ballyfermot, Dublin, D10 PW57",Dublin 10,53.3420073,-6.3528028
Sarsfield Medical Centre,"201 Seven Oaks, Sarsfield Road, Kilmainham, Dublin, D10 KV70",Dublin 10,53.3415674,-6.32729
Charlestown Medical Centre,"Charlestown Centre, Saint Margaret's Road, Charlestown, Dublin, D11 KXC7",Dublin 11,53.4038659,-6.3037158
Clune Road Medical Centre,"23 Clune Road, Finglas, Dublin, D11 W95N",Dublin 11,53.3907751,-6.2940451
Cremore Clinic,"66 Ballygall Road East, Glasnevin, Dublin, D11 RX50",Dublin 11,53.38166469999999,-6.2765144
Dr Desmond Day,"Dr. Desmond Day, 63 Main Street, Finglas, Dublin, D11 PDR3",Dublin 11,53.3893554,-6.2993818
Dr Ronan O'Ferrall,"102 Slaney Road, Dublin Industrial Estate, Cabra East, Dublin, D11 A268",Dublin 11,53.3740184,-6.290064099999999
Finglas Family Practice,"Seamus Ennis Road, Finglas, Dublin, D11 X3DW",Dublin 11,53.3901189,-6.29813
Glasnevin Ave Medical Centre,"280 Glasnevin Avenue, Glasnevin North, Dublin, D11 HW5P",Dublin 11,53.3906613,-6.2867874
Glasnevin Family Practice,"11 Finglas Road, Cabra East, Dublin, D11 PA00",Dublin 11,53.36705869999999,-6.272833599999999
JPM Chambers,"167 Glasnevin Avenue, Glasnevin North, Dublin, D11 YK5N",Dublin 11,53.3901835,-6.2784301
Melville Medical Clinic,"Unit 10 Meakstown Neighbourhood Centre, Melville Road, Finglas, Dublin, D11 TXP3",Dublin 11,53.4021139,-6.2975593
North Road Medical Centre,"23 North Road, Finglas North, Dublin, D11 N224",Dublin 11,53.3915868,-6.301781399999999
Village Medical Centre,"45-48 Main Street, Finglas, Dublin, D11 TCC9",Dublin 11,53.3880838,-6.2977051
Willow Park Medical Centre,"72 Willow Park Crescent, Finglas, Dublin, D11 X981",Dublin 11,53.3932477,-6.2857609
Armagh Road Primary Care Centre,"Armagh Road, Crumlin, Dublin, D12 YY82",Dublin 12,53.3205108,-6.3067696
Crumlin Family Practice,"Unit 2, Windmill Lodge, Windmill Road, Dublin, D12 XT54",Dublin 12,53.32132619999999,-6.315743299999999
Crumlin Medical Practice,"1 Errigal Road, Drimnagh, Dublin, D12 NV0A",Dublin 12,53.3252873,-6.3216326
Dr Andrew Low,"6 Swanward Court, Parnell Road, Dublin, D12 A6Y2",Dublin 12,53.3300364,-6.285847299999999
Dr Catherine King,"172 Sundrive Road, Kimmage, Dublin, D12 V2CY",Dublin 12,53.32505399999999,-6.2966449
Dr Helen Fenton,"154 Cooley Road, Drimnagh, Dublin, D12 YR99",Dublin 12,53.3306768,-6.3246946
Dr Rowan and Dr White Surgery,"Primary Care Centre, Armagh Road, Crumlin, Dublin, D12 YY82",Dublin 12,53.31892389999999,-6.3065243
Dr. John Synnott Surgery,"144 Old County Road, Drimnagh, Dublin, D12 XFP6",Dublin 12,53.3270989,-6.306096399999999
Drs Canwell and Spillane,"133 Saint Peter's Road, Walkinstown, Dublin, D12 XN9F",Dublin 12,53.3122271,-6.327005799999999
